ProductId,ProductCategory,ChannelId,Amount,Value,TransactionStartTime,PricingStrategy,FraudResult,day,hour
ProductId_1,airtime,ChannelId_3,500.0,500,2018-11-17 13:44:47+00:00,2,0,Saturday,13
ProductId_2,data_bundles,ChannelId_3,500.0,500,2018-11-17 13:44:56+00:00,2,0,Saturday,13
ProductId_13,utility_bill,ChannelId_3,180000.0,189200,2018-11-17 13:48:54+00:00,2,0,Saturday,13
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 13:51:02+00:00,2,0,Saturday,13
ProductId_15,financial_services,ChannelId_3,3000.0,3000,2018-11-17 14:04:56+00:00,2,0,Saturday,14
ProductId_15,financial_services,ChannelId_3,3400.0,3400,2018-11-17 14:05:58+00:00,2,0,Saturday,14
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17 14:10:04+00:00,2,0,Saturday,14
ProductId_10,airtime,ChannelId_3,1300.0,1300,2018-11-17 14:10:11+00:00,2,0,Saturday,14
ProductId_21,utility_bill,ChannelId_3,46000.0,49380,2018-11-17 14:16:09+00:00,2,0,Saturday,14
ProductId_15,financial_services,ChannelId_3,49000.0,49000,2018-11-17 14:20:10+00:00,2,0,Saturday,14
ProductId_21,utility_bill,ChannelId_3,46000.0,49380,2018-11-17 14:21:57+00:00,2,0,Saturday,14
ProductId_21,utility_bill,ChannelId_3,45500.0,48865,2018-11-17 14:23:12+00:00,2,0,Saturday,14
ProductId_3,airtime,ChannelId_3,4000.0,4000,2018-11-17 14:25:15+00:00,2,0,Saturday,14
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2018-11-17 14:26:52+00:00,2,0,Saturday,14
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 14:28:39+00:00,4,0,Saturday,14
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-17 14:29:52+00:00,2,0,Saturday,14
ProductId_21,utility_bill,ChannelId_3,10000.0,11200,2018-11-17 14:30:02+00:00,2,0,Saturday,14
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17 14:31:51+00:00,2,0,Saturday,14
ProductId_1,airtime,ChannelId_3,500.0,500,2018-11-17 14:32:29+00:00,2,0,Saturday,14
ProductId_13,utility_bill,ChannelId_3,5000.0,5750,2018-11-17 14:34:38+00:00,2,0,Saturday,14
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17 14:35:06+00:00,2,0,Saturday,14
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-17 14:37:04+00:00,2,0,Saturday,14
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 14:37:33+00:00,2,0,Saturday,14
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-17 14:38:18+00:00,4,0,Saturday,14
ProductId_3,airtime,ChannelId_1,1000.0,1000,2018-11-17 14:39:40+00:00,2,0,Saturday,14
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2018-11-17 14:39:58+00:00,2,0,Saturday,14
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-17 14:40:09+00:00,4,0,Saturday,14
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17 14:43:46+00:00,2,0,Saturday,14
ProductId_10,airtime,ChannelId_3,1500.0,1500,2018-11-17 14:46:53+00:00,2,0,Saturday,14
ProductId_3,airtime,ChannelId_3,600.0,600,2018-11-17 14:47:06+00:00,2,0,Saturday,14
ProductId_10,airtime,ChannelId_1,3100.0,3100,2018-11-17 14:50:37+00:00,2,0,Saturday,14
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 14:54:59+00:00,4,0,Saturday,14
ProductId_15,financial_services,ChannelId_3,5000.0,5000,2018-11-17 14:55:55+00:00,2,0,Saturday,14
ProductId_1,airtime,ChannelId_3,2000.0,2000,2018-11-17 15:00:57+00:00,2,0,Saturday,15
ProductId_1,airtime,ChannelId_3,3000.0,3000,2018-11-17 15:04:47+00:00,4,0,Saturday,15
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 15:06:20+00:00,2,0,Saturday,15
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-17 15:08:18+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 15:08:34+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 15:11:51+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-17 15:15:29+00:00,2,0,Saturday,15
ProductId_21,utility_bill,ChannelId_3,5000.0,5750,2018-11-17 15:19:28+00:00,2,0,Saturday,15
ProductId_21,utility_bill,ChannelId_3,5000.0,5750,2018-11-17 15:27:06+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 15:28:53+00:00,2,0,Saturday,15
ProductId_10,airtime,ChannelId_3,1500.0,1500,2018-11-17 15:31:33+00:00,2,0,Saturday,15
ProductId_10,airtime,ChannelId_3,2500.0,2500,2018-11-17 15:37:46+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17 15:39:36+00:00,2,0,Saturday,15
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17 15:42:52+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 15:43:38+00:00,2,0,Saturday,15
ProductId_10,airtime,ChannelId_3,1500.0,1500,2018-11-17 15:45:06+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 15:46:40+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17 15:47:37+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,2500.0,2500,2018-11-17 15:48:38+00:00,2,0,Saturday,15
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17 15:49:33+00:00,2,0,Saturday,15
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17 15:49:48+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-17 15:49:56+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17 15:52:18+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 15:52:39+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 15:55:49+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 15:57:13+00:00,2,0,Saturday,15
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 16:02:01+00:00,2,0,Saturday,16
ProductId_15,financial_services,ChannelId_3,5000.0,5000,2018-11-17 16:04:37+00:00,2,0,Saturday,16
ProductId_15,financial_services,ChannelId_3,4000.0,4000,2018-11-17 16:06:57+00:00,2,0,Saturday,16
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2018-11-17 16:07:04+00:00,2,0,Saturday,16
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17 16:07:04+00:00,2,0,Saturday,16
ProductId_10,airtime,ChannelId_3,2000.0,2000,2018-11-17 16:10:02+00:00,2,0,Saturday,16
ProductId_21,utility_bill,ChannelId_3,3000.0,3690,2018-11-17 16:10:11+00:00,2,0,Saturday,16
ProductId_10,airtime,ChannelId_3,900.0,900,2018-11-17 16:11:58+00:00,2,0,Saturday,16
ProductId_11,data_bundles,ChannelId_3,1000.0,1000,2018-11-17 16:13:10+00:00,2,0,Saturday,16
ProductId_21,utility_bill,ChannelId_3,15000.0,16650,2018-11-17 16:17:03+00:00,2,0,Saturday,16
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17 16:23:24+00:00,2,0,Saturday,16
ProductId_15,financial_services,ChannelId_3,9000.0,9000,2018-11-17 16:26:10+00:00,2,0,Saturday,16
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2018-11-17 16:26:49+00:00,2,0,Saturday,16
ProductId_15,financial_services,ChannelId_3,9000.0,9000,2018-11-17 16:26:55+00:00,2,0,Saturday,16
ProductId_10,airtime,ChannelId_3,1500.0,1500,2018-11-17 16:28:13+00:00,2,0,Saturday,16
ProductId_1,airtime,ChannelId_3,1000.0,1000,2018-11-17 16:29:04+00:00,4,0,Saturday,16
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-17 16:29:25+00:00,4,0,Saturday,16
ProductId_15,financial_services,ChannelId_3,9000.0,9000,2018-11-17 16:31:53+00:00,2,0,Saturday,16
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17 16:32:30+00:00,2,0,Saturday,16
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2018-11-17 16:32:38+00:00,2,0,Saturday,16
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 16:32:47+00:00,2,0,Saturday,16
ProductId_15,financial_services,ChannelId_3,9000.0,9000,2018-11-17 16:38:16+00:00,2,0,Saturday,16
ProductId_1,airtime,ChannelId_3,2000.0,2000,2018-11-17 16:41:21+00:00,2,0,Saturday,16
ProductId_19,tv,ChannelId_3,3500.0,3500,2018-11-17 16:49:21+00:00,2,0,Saturday,16
ProductId_15,financial_services,ChannelId_3,3000.0,3000,2018-11-17 16:52:09+00:00,2,0,Saturday,16
ProductId_10,airtime,ChannelId_3,500.0,500,2018-11-17 16:54:37+00:00,2,0,Saturday,16
ProductId_3,airtime,ChannelId_3,1500.0,1500,2018-11-17 16:59:20+00:00,2,0,Saturday,16
ProductId_3,airtime,ChannelId_3,2000.0,2000,2018-11-17 16:59:40+00:00,2,0,Saturday,16
ProductId_4,airtime,ChannelId_3,7000.0,7000,2018-11-17 17:01:23+00:00,2,0,Saturday,17
ProductId_19,tv,ChannelId_3,900.0,900,2018-11-17 17:01:44+00:00,2,0,Saturday,17
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 17:02:49+00:00,2,0,Saturday,17
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 17:03:36+00:00,4,0,Saturday,17
ProductId_1,airtime,ChannelId_3,20000.0,20000,2018-11-17 17:04:59+00:00,1,0,Saturday,17
ProductId_15,financial_services,ChannelId_3,5000.0,5000,2018-11-17 17:05:56+00:00,2,0,Saturday,17
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2018-11-17 17:06:40+00:00,2,0,Saturday,17
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-17 17:08:02+00:00,2,0,Saturday,17
ProductId_3,airtime,ChannelId_3,1000.0,1000,2018-11-17 17:10:33+00:00,4,0,Saturday,17
ProductId_4,airtime,ChannelId_3,500.0,500,2018-11-17 17:14:28+00:00,2,0,Saturday,17
ProductId_15,financial_services,ChannelId_3,900.0,900,2018-11-17 17:17:38+00:00,2,0,Saturday,17
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-17 17:18:22+00:00,2,0,Saturday,17
ProductId_15,financial_services,ChannelId_3,900.0,900,2018-11-17 17:26:49+00:00,2,0,Saturday,17
ProductId_10,airtime,ChannelId_3,1100.0,1100,2018-11-17 17:27:20+00:00,2,0,Saturday,17
ProductId_6,financial_services,ChannelId_2,-1005.0,1005,2018-11-19 11:46:17+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:46:23+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:46:27+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-80.0,80,2018-11-19 11:46:30+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-75.0,75,2018-11-19 11:46:36+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-180.0,180,2018-11-19 11:46:39+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-125.0,125,2018-11-19 11:46:42+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:46:43+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:46:47+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-12.0,12,2018-11-19 11:46:51+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-75.0,75,2018-11-19 11:46:55+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:47:05+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-30.0,30,2018-11-19 11:47:09+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-70.0,70,2018-11-19 11:47:12+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:47:14+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:47:23+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-26.0,26,2018-11-19 11:47:25+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:47:27+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:47:32+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:47:35+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-75.0,75,2018-11-19 11:47:37+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-10.0,10,2018-11-19 11:47:40+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-75.0,75,2018-11-19 11:47:43+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:47:46+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-622.0,622,2018-11-19 11:47:48+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:47:52+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:47:55+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:47:59+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:48:05+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-250.0,250,2018-11-19 11:48:06+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:48:09+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:48:14+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:48:16+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-19 11:48:20+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:48:23+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-8.0,8,2018-11-19 11:48:28+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:48:33+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:48:35+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-19 11:48:39+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-19 11:48:44+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:48:47+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:48:52+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-10.0,10,2018-11-19 11:48:55+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:48:59+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-70.0,70,2018-11-19 11:49:04+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-19 11:49:07+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-19 11:49:12+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-60.0,60,2018-11-19 11:49:16+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:49:20+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-19 11:49:23+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:49:26+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:49:28+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-19 11:49:33+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:49:36+00:00,2,0,Monday,11
ProductId_10,airtime,ChannelId_3,1000.0,1000,2018-11-19 11:49:38+00:00,1,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-10.0,10,2018-11-19 11:49:40+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-60.0,60,2018-11-19 11:49:43+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-19 11:49:45+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-30.0,30,2018-11-19 11:49:51+00:00,2,0,Monday,11
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-19 11:49:53+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:49:54+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:49:58+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:50:01+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:50:04+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:50:09+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-19 11:50:14+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-10.0,10,2018-11-19 11:50:17+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-60.0,60,2018-11-19 11:50:20+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-10.0,10,2018-11-19 11:50:23+00:00,2,0,Monday,11
ProductId_15,financial_services,ChannelId_3,15000.0,15000,2018-11-19 11:50:25+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-19 11:50:29+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:50:34+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:50:35+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-70.0,70,2018-11-19 11:50:38+00:00,2,0,Monday,11
ProductId_3,airtime,ChannelId_3,500.0,500,2018-11-19 11:50:39+00:00,4,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-496.0,496,2018-11-19 11:50:42+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:50:45+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:50:50+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-19 11:50:54+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-10.0,10,2018-11-19 11:51:00+00:00,2,0,Monday,11
ProductId_21,utility_bill,ChannelId_1,4000.0,4720,2018-11-19 11:51:00+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-19 11:51:03+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-75.0,75,2018-11-19 11:51:11+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-19 11:51:12+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-200.0,200,2018-11-19 11:51:14+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-75.0,75,2018-11-19 11:51:19+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:51:22+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:51:26+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:51:31+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:51:34+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-19 11:51:38+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:51:43+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-500.0,500,2018-11-19 11:51:52+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:51:54+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-15.5,16,2018-11-19 11:51:58+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:51:59+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-65.0,65,2018-11-19 11:52:02+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-10.0,10,2018-11-19 11:52:07+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:52:12+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:52:15+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-19 11:52:18+00:00,2,0,Monday,11
ProductId_21,utility_bill,ChannelId_1,4000.0,4720,2018-11-19 11:52:19+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-19 11:52:22+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-644.0,644,2018-11-19 11:52:29+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:52:37+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-19 11:52:41+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-32.0,32,2018-11-19 11:52:45+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:52:49+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:52:52+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:52:56+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:53:02+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:53:04+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:53:08+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:53:13+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:53:14+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:53:18+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:53:23+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-55.0,55,2018-11-19 11:53:26+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-1250.0,1250,2018-11-19 11:53:29+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-19 11:53:36+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:53:40+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:53:51+00:00,2,0,Monday,11
ProductId_4,airtime,ChannelId_3,10000.0,10000,2018-11-19 11:53:51+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:53:58+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:54:00+00:00,2,0,Monday,11
ProductId_9,financial_services,ChannelId_1,500.0,500,2018-11-19 11:54:02+00:00,0,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-19 11:54:02+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:54:08+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-1000.0,1000,2018-11-19 11:54:10+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:54:12+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:54:17+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:54:21+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:54:26+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:54:27+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-10.0,10,2018-11-19 11:54:30+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:54:38+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:54:41+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:54:44+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-19 11:54:47+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:54:49+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-60.0,60,2018-11-19 11:54:54+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-19 11:54:58+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:55:01+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-15.0,15,2018-11-19 11:55:05+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-100.0,100,2018-11-19 11:55:07+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-622.0,622,2018-11-19 11:55:11+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:55:14+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:55:19+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-19 11:55:21+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-20.0,20,2018-11-19 11:55:24+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-250.0,250,2018-11-19 11:55:26+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-25.0,25,2018-11-19 11:55:28+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-19 11:55:30+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-50.0,50,2018-11-19 11:55:34+00:00,2,0,Monday,11
ProductId_6,financial_services,ChannelId_2,-40.0,40,2018-11-19 11:55:38+00:00,2,0,Monday,11
